Ride ID,Request Time,Pickup Location,latitude,longitude,Dropoff Location,,,Ride Distance (in miles),Fare Amount (in $),Payment Method,Driver ID,Vehicle Type,Traffic Condition,Peak Hours,Day of Week,Public Holiday,User Rating
546,3/13/23 12:04,"-63.105243,162.720436",-63.105243,162.720436,"-13.356514,48.896786",-13.356514,48.896786,8137.96917650427,833.80,Debit Card,IV0371,Sedan,Medium,No,Friday,Yes,3
547,3/4/22 19:55,"31.364377,72.249652",31.364377,72.249652,"61.622216,40.456674",61.622216,40.456674,2929.70578307497,312.97,Visa,LS5790,SUV,High,Yes,Wednesday,Yes,5
548,5/9/22 8:04,"-24.984347,93.818028",-24.984347,93.818028,"24.121706,-71.804053",24.121706,-71.804053,7913.88726572276,811.39,Debit Card,SO8852,Motorcycle,Medium,No,Thursday,Yes,3
549,7/28/24 16:52,"44.006132,68.735549",44.006132,68.735549,"31.880034,96.446411",31.880034,96.446411,2804.18457676861,300.42,Debit Card,QB7325,Bus,Low,Yes,Saturday,Yes,3
550,2/17/23 17:03,"70.1053,44.506587",70.1053,44.506587,"-21.174262,-94.812977",-21.174262,-94.812977,2993.39040098956,319.34,Cash,DC3249,Motorcycle,High,Yes,Saturday,No,4
551,7/31/22 23:55,"-76.946189,-157.530106",-76.946189,-157.530106,"-78.023651,123.033938",-78.023651,123.033938,3831.57522552033,403.16,Debit Card,UB4285,SUV,High,No,Friday,Yes,4
552,2/9/22 19:57,"-64.495815,143.541243",-64.495815,143.541243,"57.090299,41.92509",57.090299,41.92509,10401.0213551208,1060.10,Debit Card,QE4066,Bus,Low,Yes,Monday,Yes,5
553,9/9/22 7:05,"-32.924922,168.100092",-32.924922,168.100092,"-14.655697,-145.718868",-14.655697,-145.718868,4470.1911789426,467.02,Debit Card,JY6013,SUV,Medium,Yes,Thursday,No,5
554,6/28/22 6:52,"16.510128,-160.251312",16.510128,-160.251312,"5.15542,-128.301153",5.15542,-128.301153,4032.27999690325,423.23,Visa,VN7201,Sedan,Medium,Yes,Monday,No,5
555,7/29/22 12:18,"-40.324208,179.282908",-40.324208,179.282908,"3.414645,37.89561",3.414645,37.89561,8950.31553288939,915.03,PayPal,UD7147,Bus,Low,No,Friday,No,2
556,10/13/22 6:47,"40.000514,-2.441683",40.000514,-2.441683,"43.273585,-57.991194",43.273585,-57.991194,6922.79196301769,712.28,Debit Card,BJ5102,SUV,Low,No,Monday,Yes,4
557,2/3/23 8:23,"-61.355779,74.564551",-61.355779,74.564551,"-48.870451,-30.453412",-48.870451,-30.453412,9429.1380888109,962.91,PayPal,FP5849,Motorcycle,Medium,Yes,Saturday,Yes,5
558,9/8/22 21:47,"22.182273,177.647626",22.182273,177.647626,"82.93381,27.709928",82.93381,27.709928,8347.7806122796,854.78,PayPal,QU3141,Sedan,Low,No,Sunday,No,4
559,2/16/24 20:30,"26.538271,64.561148",26.538271,64.561148,"-50.491508,142.538396",-50.491508,142.538396,6103.6316958486,630.36,Apple Pay,QM9004,Motorcycle,Low,Yes,Sunday,Yes,4
560,3/29/23 12:03,"81.890109,-61.635081",81.890109,-61.635081,"-50.580342,-5.270478",-50.580342,-5.270478,10052.8543464899,1025.29,Visa,OJ6264,Bus,Medium,Yes,Monday,No,2
561,12/16/22 22:51,"86.294386,-85.21098",86.294386,-85.21098,"-13.401905,-33.912813",-13.401905,-33.912813,11859.8465175791,1205.98,Cash,ND0074,Bus,Low,Yes,Saturday,No,5
562,6/20/24 2:25,"-37.50945,-29.48056",-37.50945,-29.48056,"-28.096701,-148.179518",-28.096701,-148.179518,6402.87646224966,660.29,PayPal,CL4596,Bus,High,Yes,Tuesday,Yes,5
563,2/11/23 21:24,"-86.62079,25.185532",-86.62079,25.185532,"6.048974,-131.031284",6.048974,-131.031284,8128.45239063536,832.85,PayPal,BW7458,Sedan,High,Yes,Saturday,Yes,1
564,6/13/23 19:41,"86.077482,-99.465796",86.077482,-99.465796,"19.411899,105.366493",19.411899,105.366493,11747.9412974583,1194.79,Apple Pay,YB7176,SUV,High,Yes,Sunday,No,5
565,11/1/24 22:40,"-42.469242,-126.552407",-42.469242,-126.552407,"-74.762671,-172.77085",-74.762671,-172.77085,3653.34656932406,385.33,Apple Pay,NB7405,Bus,Low,Yes,Thursday,Yes,3
566,11/23/23 2:44,"-4.319465,104.338643",-4.319465,104.338643,"5.256369,160.368724",5.256369,160.368724,5618.49874131427,581.85,Cash,KC5166,Sedan,High,No,Tuesday,Yes,1
567,6/5/22 2:53,"88.673668,112.445828",88.673668,112.445828,"-54.128257,-22.794906",-54.128257,-22.794906,1629.8935961163,182.99,Apple Pay,XD7330,Sedan,Low,No,Wednesday,Yes,3
568,11/30/23 4:38,"52.942967,-119.600956",52.942967,-119.600956,"47.959731,72.946785",47.959731,72.946785,11367.3515316601,1156.74,Visa,UQ2483,Bus,High,No,Monday,Yes,3
569,2/16/22 16:56,"-6.461566,-84.423682",-6.461566,-84.423682,"18.363605,-18.604275",18.363605,-18.604275,5465.40562818538,566.54,PayPal,OG0959,Bus,High,No,Friday,No,5
570,4/9/24 19:14,"58.983931,165.813575",58.983931,165.813575,"69.901616,-23.209527",69.901616,-23.209527,5270.87479568789,547.09,Cash,RO7421,Sedan,Medium,No,Sunday,Yes,3
571,6/10/24 18:13,"-7.100408,-133.543403",-7.100408,-133.543403,"5.713477,-108.709914",5.713477,-108.709914,4708.6552770763,490.87,Debit Card,EW8825,SUV,Low,Yes,Friday,Yes,5
572,8/22/24 19:10,"87.262498,115.85972",87.262498,115.85972,"-1.822792,-16.005894",-1.822792,-16.005894,1970.74041090184,217.07,Cash,WC3464,SUV,High,Yes,Wednesday,No,3
573,2/3/24 0:30,"-65.482425,-90.11173",-65.482425,-90.11173,"66.919416,-177.527949",66.919416,-177.527949,1690.78862139802,189.08,Visa,YV0173,Motorcycle,Medium,Yes,Wednesday,No,3
574,2/6/22 5:10,"-71.957916,89.706292",-71.957916,89.706292,"60.073417,174.406252",60.073417,174.406252,11199.1294947061,1139.91,Debit Card,LS2477,Sedan,Low,No,Tuesday,Yes,2
575,5/24/24 0:42,"80.784411,-158.40373",80.784411,-158.40373,"-19.087252,-159.184239",-19.087252,-159.184239,7215.39002631833,741.54,Visa,AX8632,Sedan,Low,Yes,Friday,No,5
576,5/15/24 21:13,"76.908814,88.859717",76.908814,88.859717,"89.617957,-173.162354",89.617957,-173.162354,917.747784756706,111.77,Visa,HH9927,SUV,Medium,No,Monday,Yes,1
577,3/1/24 18:32,"44.448825,6.967037",44.448825,6.967037,"84.296121,142.583823",84.296121,142.583823,4337.88108698066,453.79,Apple Pay,CK2472,Bus,Low,Yes,Sunday,No,5
578,3/26/23 15:42,"86.768158,152.743137",86.768158,152.743137,"-6.464295,179.977951",-6.464295,179.977951,4113.5405208489,431.35,Cash,YX7018,Sedan,Low,Yes,Friday,Yes,5
579,5/6/24 10:53,"3.622849,37.375459",3.622849,37.375459,"15.871858,-129.293588",15.871858,-129.293588,8829.19172084612,902.92,PayPal,QK5227,SUV,High,Yes,Sunday,Yes,4
580,10/25/23 5:09,"-85.889777,177.220272",-85.889777,177.220272,"-45.659063,75.021593",-45.659063,75.021593,6265.66667631319,646.57,Visa,CR3300,Bus,High,No,Wednesday,No,1
581,2/12/24 1:20,"42.575198,-114.692648",42.575198,-114.692648,"70.85755,101.863249",70.85755,101.863249,10464.5476347877,1066.45,Visa,ZH9252,SUV,High,Yes,Monday,Yes,5
582,4/3/22 7:10,"-38.581898,147.620927",-38.581898,147.620927,"-70.453196,16.381686",-70.453196,16.381686,7721.05919438551,792.11,Debit Card,EL5197,SUV,Low,No,Tuesday,Yes,2
583,6/8/23 5:57,"-72.379014,-124.432737",-72.379014,-124.432737,"-76.456365,-168.823849",-76.456365,-168.823849,2592.40341192817,279.24,PayPal,HQ7391,Bus,High,No,Tuesday,No,1
584,1/9/23 14:00,"84.378928,66.540236",84.378928,66.540236,"-4.883748,-79.308234",-4.883748,-79.308234,1559.65960191245,175.97,Visa,XM5415,SUV,Medium,No,Saturday,Yes,1
585,3/1/23 21:28,"60.97431,29.137571",60.97431,29.137571,"-32.034904,-80.574665",-32.034904,-80.574665,3113.61310200414,331.36,Apple Pay,YX8993,SUV,High,No,Tuesday,Yes,1
586,10/27/22 7:51,"-77.942482,-116.432139",-77.942482,-116.432139,"-0.93967,61.250245",-0.93967,61.250245,2325.94236674349,252.59,Cash,ZV9410,SUV,High,Yes,Thursday,No,3
587,2/17/22 20:18,"37.099027,-123.717056",37.099027,-123.717056,"-10.878803,-117.925002",-10.878803,-117.925002,7727.57123385912,792.76,PayPal,TP6181,Sedan,Medium,Yes,Tuesday,No,4
588,11/29/23 2:21,"71.676665,62.525427",71.676665,62.525427,"-19.000331,157.775972",-19.000331,157.775972,3163.25716088789,336.33,Apple Pay,AG6686,Motorcycle,High,No,Wednesday,No,5
589,6/11/23 6:42,"-57.273786,71.232982",-57.273786,71.232982,"71.955409,-71.58677",71.955409,-71.58677,11018.3142095104,1121.83,Apple Pay,XZ0575,Bus,Low,Yes,Tuesday,Yes,2
590,11/18/23 22:23,"82.659824,-138.666724",82.659824,-138.666724,"-24.659717,-32.909732",-24.659717,-32.909732,9576.05374648028,977.61,Debit Card,UR2440,Bus,Medium,Yes,Thursday,Yes,1
591,4/12/22 9:15,"-68.219393,20.393763",-68.219393,20.393763,"39.38628,-147.871869",39.38628,-147.871869,9118.06737601982,931.81,Visa,QE3458,Motorcycle,Medium,No,Thursday,Yes,5
592,12/14/23 23:26,"22.315518,165.546456",22.315518,165.546456,"41.985182,114.438379",41.985182,114.438379,6916.42200253289,711.64,Cash,DX1696,Sedan,Low,Yes,Friday,Yes,1
593,5/16/24 3:00,"79.780954,-96.629776",79.780954,-96.629776,"39.987921,-176.995596",39.987921,-176.995596,11331.0295834502,1153.10,Apple Pay,PE4525,Bus,High,Yes,Thursday,No,1
594,3/27/24 6:36,"18.044389,-56.638307",18.044389,-56.638307,"-57.497794,-163.474109",-57.497794,-163.474109,7859.33441167726,805.93,Debit Card,WT0047,Sedan,Medium,Yes,Tuesday,Yes,5
595,1/12/24 10:00,"-18.34922,83.383556",-18.34922,83.383556,"-64.678849,-115.185365",-64.678849,-115.185365,7191.18870476763,739.12,Apple Pay,PF3771,Bus,High,No,Wednesday,Yes,3
596,3/31/23 14:22,"6.490602,-177.210079",6.490602,-177.210079,"83.183373,103.87397",83.183373,103.87397,10990.1196998212,1119.01,PayPal,LW2667,Bus,Low,No,Friday,Yes,1
597,6/29/23 8:42,"-63.43125,-15.730765",-63.43125,-15.730765,"-44.8523,-4.358072",-44.8523,-4.358072,3818.18225904713,401.82,Visa,SO0021,Motorcycle,Low,No,Monday,Yes,1
598,1/4/23 10:42,"-10.786059,-45.047794",-10.786059,-45.047794,"-64.213694,146.727571",-64.213694,146.727571,8123.79388132158,832.38,Apple Pay,TT9472,Bus,Medium,Yes,Friday,No,2
599,12/20/23 4:36,"-38.286218,-15.8976",-38.286218,-15.8976,"-40.741446,76.318593",-40.741446,76.318593,6909.99291081827,711.00,Visa,MH8970,SUV,Medium,Yes,Monday,Yes,1
600,6/23/23 2:51,"-82.108401,-127.74554",-82.108401,-127.74554,"61.407557,67.368883",61.407557,67.368883,3150.89836934808,335.09,PayPal,WG7711,Motorcycle,High,No,Wednesday,No,1
601,2/15/24 12:51,"11.954588,-26.341059",11.954588,-26.341059,"-5.246421,51.061832",-5.246421,51.061832,4613.59041668918,481.36,Cash,MC0572,Motorcycle,Low,Yes,Friday,No,3
602,11/7/23 19:16,"-33.066809,7.595187",-33.066809,7.595187,"5.728496,82.339451",5.728496,82.339451,5741.60357040352,594.16,Apple Pay,QP8188,Motorcycle,Low,Yes,Thursday,Yes,4
603,11/4/22 11:20,"-36.5307,112.670345",-36.5307,112.670345,"-57.414265,-57.237452",-57.414265,-57.237452,10309.4204995229,1050.94,Cash,TY7097,Motorcycle,Medium,No,Sunday,No,1
604,9/19/23 8:33,"90.178028,92.029385",90.178028,92.029385,"28.338673,-144.646762",28.338673,-144.646762,152.44223317807,35.24,PayPal,XZ4488,Sedan,Medium,No,Sunday,No,1
605,5/3/23 21:57,"11.782882,-141.785229",11.782882,-141.785229,"-49.821395,-118.35569",-49.821395,-118.35569,7881.67132916373,808.17,Apple Pay,PS9760,Sedan,High,No,Tuesday,Yes,2
606,6/9/22 4:25,"36.255451,-99.487692",36.255451,-99.487692,"76.30271,101.793343",76.30271,101.793343,9306.80177760906,950.68,Apple Pay,RP1853,Sedan,Medium,No,Thursday,No,3
607,2/2/23 10:40,"26.635191,148.835516",26.635191,148.835516,"-11.754766,-90.01426",-11.754766,-90.01426,5916.17576314842,611.62,Cash,GS6336,Sedan,Medium,Yes,Monday,Yes,2
608,8/6/22 7:12,"85.411502,-166.168305",85.411502,-166.168305,"26.326997,142.343379",26.326997,142.343379,7033.06704070182,723.31,PayPal,YU3449,Sedan,Low,No,Tuesday,Yes,4
609,12/26/22 10:37,"-84.114591,83.714164",-84.114591,83.714164,"-53.425234,-107.895515",-53.425234,-107.895515,11689.9864245598,1189.00,Cash,CM8657,Sedan,Medium,No,Sunday,Yes,1
610,3/25/24 1:49,"-65.716711,-120.558371",-65.716711,-120.558371,"-77.323087,86.695075",-77.323087,86.695075,664.968175883466,86.50,Visa,NA3600,SUV,High,Yes,Saturday,No,3
611,5/8/23 17:54,"56.528248,61.151955",56.528248,61.151955,"-40.514498,-160.312945",-40.514498,-160.312945,3679.0739647636,387.91,Debit Card,FU2640,Bus,Low,No,Monday,No,5
612,5/17/24 0:32,"-51.10448,79.228281",-51.10448,79.228281,"-23.001768,88.730399",-23.001768,88.730399,9943.41492577374,1014.34,PayPal,BE6899,Motorcycle,Low,No,Thursday,No,3
613,9/9/24 16:27,"73.156778,119.508428",73.156778,119.508428,"-54.093752,100.816782",-54.093752,100.816782,1091.97586461991,129.20,Debit Card,RB7326,SUV,Low,Yes,Thursday,Yes,5
614,4/16/24 3:25,"52.672881,-113.607042",52.672881,-113.607042,"-88.926733,-60.740677",-88.926733,-60.740677,11090.517141948,1129.05,Apple Pay,VG4270,Bus,High,Yes,Friday,No,3
615,4/30/24 16:57,"13.639248,-81.876888",13.639248,-81.876888,"68.553286,-23.862524",68.553286,-23.862524,7175.1690977617,737.52,Cash,BO7242,SUV,Low,No,Friday,No,3
616,5/10/23 7:47,"-26.112705,-36.673508",-26.112705,-36.673508,"69.337532,-43.641883",69.337532,-43.641883,6291.18315838813,649.12,PayPal,HG9123,Sedan,Low,No,Wednesday,Yes,1
617,11/17/22 0:57,"9.789449,92.097728",9.789449,92.097728,"57.03549,117.912938",57.03549,117.912938,5613.23485769622,581.32,PayPal,WZ2430,Bus,Medium,Yes,Thursday,Yes,2
618,11/27/24 14:35,"20.722099,29.813734",20.722099,29.813734,"-62.227511,-89.218732",-62.227511,-89.218732,1794.28433304926,199.43,Visa,HO3611,Bus,Medium,No,Tuesday,No,1
619,3/15/24 7:40,"0.379082,140.585721",0.379082,140.585721,"6.015806,-51.960891",6.015806,-51.960891,7871.59073066551,807.16,Visa,IQ1927,Bus,Medium,Yes,Tuesday,Yes,5
620,10/26/24 8:50,"-42.054845,123.194651",-42.054845,123.194651,"-35.057539,71.082124",-35.057539,71.082124,8055.77456439462,825.58,Cash,ZH9745,Bus,Low,No,Friday,Yes,3
621,10/30/24 16:13,"-82.03658,164.685304",-82.03658,164.685304,"85.466327,98.317951",85.466327,98.317951,7812.82922007925,801.28,Debit Card,IL6527,Motorcycle,High,No,Sunday,Yes,3
622,3/21/24 1:54,"-58.950123,-98.605543",-58.950123,-98.605543,"62.615688,-50.233738",62.615688,-50.233738,1983.9561697284,218.40,Apple Pay,JV5542,Bus,High,Yes,Monday,Yes,2
623,12/7/22 0:00,"-4.279309,-60.316395",-4.279309,-60.316395,"-64.936557,-0.808196",-64.936557,-0.808196,5093.95357862005,529.40,Apple Pay,SL0789,Motorcycle,Low,Yes,Saturday,Yes,5
624,8/6/22 18:12,"35.552743,-67.437488",35.552743,-67.437488,"-24.908616,3.50434",-24.908616,3.50434,7269.88102325998,746.99,Visa,WH0385,Sedan,Low,No,Thursday,Yes,3
625,5/11/23 19:14,"85.364631,-63.906297",85.364631,-63.906297,"83.724809,17.902522",83.724809,17.902522,10482.9628896144,1068.30,PayPal,NX7797,SUV,High,No,Thursday,Yes,4
626,2/7/24 20:35,"48.111991,-72.080683",48.111991,-72.080683,"28.068932,-137.842949",28.068932,-137.842949,10722.165066482,1092.22,Cash,VD2512,SUV,Medium,No,Saturday,Yes,2
627,10/1/22 1:31,"-37.590058,75.42131",-37.590058,75.42131,"-78.926098,176.790023",-78.926098,176.790023,8966.12532392511,916.61,Debit Card,UH8126,SUV,Low,No,Monday,No,2
628,6/3/23 7:54,"84.571082,-60.582338",84.571082,-60.582338,"70.952862,4.628971",70.952862,4.628971,10229.7784685887,1042.98,PayPal,UF1526,SUV,High,No,Thursday,Yes,5
629,6/23/23 4:46,"45.340095,93.644297",45.340095,93.644297,"-65.610184,114.226481",-65.610184,114.226481,2834.08055881742,303.41,Visa,PV0044,SUV,High,Yes,Monday,No,3
630,4/6/22 6:23,"-13.049465,172.697876",-13.049465,172.697876,"5.665813,-157.754994",5.665813,-157.754994,1809.04573785307,200.90,Debit Card,NU5089,Sedan,Medium,Yes,Monday,No,5
631,6/6/22 11:29,"-18.18491,154.147279",-18.18491,154.147279,"3.957904,-93.280056",3.957904,-93.280056,6331.11156101898,653.11,PayPal,EE7657,Sedan,Medium,Yes,Sunday,No,5
632,12/13/24 6:55,"-21.374129,-118.308842",-21.374129,-118.308842,"-33.720416,-29.169087",-33.720416,-29.169087,6692.4013404946,689.24,Visa,GE1461,Sedan,Medium,Yes,Saturday,Yes,4
633,7/17/23 21:09,"8.993523,-34.32974",8.993523,-34.32974,"-20.81143,-51.193795",-20.81143,-51.193795,3593.98568366569,379.40,Cash,LQ4266,Sedan,Low,Yes,Thursday,No,5
634,2/27/24 15:21,"28.285901,126.397407",28.285901,126.397407,"55.775614,162.727814",55.775614,162.727814,3989.58858800998,418.96,Cash,FW2393,Bus,High,No,Tuesday,Yes,3
635,2/14/24 14:21,"78.235828,-138.656609",78.235828,-138.656609,"-29.221961,-68.137773",-29.221961,-68.137773,9672.1156895671,987.21,Apple Pay,DO8494,SUV,Low,No,Saturday,No,3
636,8/27/24 7:10,"65.484282,-119.011084",65.484282,-119.011084,"-42.756284,109.458849",-42.756284,109.458849,8854.48445129326,905.45,Debit Card,NT6297,Motorcycle,High,Yes,Tuesday,Yes,1
637,2/14/22 21:47,"-56.342417,-1.63671",-56.342417,-1.63671,"49.114065,-145.974992",49.114065,-145.974992,8342.77059236235,854.28,Apple Pay,HX2236,SUV,Low,Yes,Tuesday,Yes,1
638,1/9/23 16:22,"85.674453,54.059636",85.674453,54.059636,"34.939183,118.337717",34.939183,118.337717,2464.5577601151,266.46,PayPal,QB0965,Bus,Medium,No,Saturday,No,2
639,10/1/22 22:48,"47.048248,-107.206344",47.048248,-107.206344,"34.247844,26.776207",34.247844,26.776207,10643.084825658,1084.31,Cash,DT9216,SUV,Low,Yes,Monday,No,5
640,3/8/24 18:22,"13.642631,174.804096",13.642631,174.804096,"-41.72951,122.839263",-41.72951,122.839263,1201.97850284646,140.20,Apple Pay,SX1075,Bus,Medium,No,Friday,Yes,2
641,9/5/23 17:00,"-80.802072,15.156043",-80.802072,15.156043,"67.921936,-176.381499",67.921936,-176.381499,7529.19984042115,772.92,Debit Card,TH5359,Motorcycle,Medium,No,Wednesday,Yes,4
642,2/19/23 17:21,"60.117055,-7.154549",60.117055,-7.154549,"-48.036093,71.302952",-48.036093,71.302952,7635.28270090936,783.53,Debit Card,MC1236,Bus,High,No,Wednesday,Yes,4
643,10/28/24 4:51,"-5.002149,104.274011",-5.002149,104.274011,"-17.710439,43.236699",-17.710439,43.236699,7031.23242608265,723.12,Debit Card,BV7622,Bus,Low,No,Thursday,No,3
644,6/25/23 2:53,"-62.01361,136.378209",-62.01361,136.378209,"50.182546,-145.489633",50.182546,-145.489633,7351.16821404727,755.12,Debit Card,PV2340,Bus,Low,No,Friday,No,4
645,7/8/24 20:08,"63.387497,-136.692474",63.387497,-136.692474,"17.08488,-1.12775",17.08488,-1.12775,10872.6061543893,1107.26,Visa,PT3857,Bus,Low,Yes,Wednesday,Yes,4
646,2/21/23 0:30,"-74.830019,-25.205341",-74.830019,-25.205341,"48.061495,-28.439886",48.061495,-28.439886,4298.29912055272,449.83,Visa,CK5261,Motorcycle,High,No,Wednesday,No,4
647,8/5/23 2:44,"-16.727271,40.376349",-16.727271,40.376349,"-77.076613,-144.216276",-77.076613,-144.216276,5834.23846024629,603.42,Visa,FE6450,Motorcycle,Low,No,Wednesday,Yes,5
648,2/4/24 6:21,"27.877548,-1.22597",27.877548,-1.22597,"55.798158,0.51929",55.798158,0.51929,4176.13138381169,437.61,Visa,YB8300,Motorcycle,Medium,Yes,Thursday,Yes,3
649,2/20/23 11:59,"27.368106,-163.057632",27.368106,-163.057632,"-17.602339,-67.202538",-17.602339,-67.202538,9203.8474773893,940.38,Cash,LU6690,Bus,High,Yes,Thursday,No,3
650,9/7/24 2:51,"60.870714,-56.892856",60.870714,-56.892856,"83.641627,-76.732322",83.641627,-76.732322,11688.2990825474,1188.83,PayPal,FO8998,Sedan,Low,Yes,Tuesday,No,2
